website_url,having_ip_address,url_length,shortining_service,having_at_symbol,double_slash_redirecting,prefix_suffix,having_sub_domain,sslfinal_state,domain_registration_length,favicon,port,https_token,request_url,url_of_anchor,links_in_tags,sfh,submitting_to_email,abnormal_url,redirect,on_mouseover,rightclick,popupwindow,iframe,age_of_domain,dnsrecord,web_traffic,page_rank,google_index,links_pointing_to_page,statistical_report,result
https://servicehelp.sviluppo.host/CH/,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1
https://fg0z63sr.paperform.co/,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1
https://sftu2zp1.paperform.co/,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1
https://web13319.cweb06.gamingcontrol.de/ch/chpost/N/swiss_de/,1,-1,1,1,1,1,-1,0,-1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1
https://web13319.cweb06.gamingcontrol.de/pf/,1,1,1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1
https://io--auth-trewzor--io-cdn.webflow.io/,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
http://io--auth-trewzor--io-cdn.webflow.io,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://ww25.vinted-pl-gj32d.letstallk.xyz/processing/1659595204246761?subid1=20241115-1611-15c0-9528-cf401bd48d96,1,-1,1,1,1,-1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1
https://trezorsuiteappcom.webflow.io/,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
http://trezorsuiteappcom.webflow.io,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
http://trezorsuite-app-support.webflow.io,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://trezorsuite-app-support.webflow.io/,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
http://help-trtzor-io-start.webflow.io,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://help-trtzor-io-start.webflow.io/,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://puhjvuceaw.cfolks.pl/a/a/web/login.php,1,1,1,1,1,1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
http://treziorwealletn.webflow.io,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://treziorwealletn.webflow.io/,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://dpoalesdnrfjgufsdwssd.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
http://trerzrwalletio.webflow.io,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1
https://trerzrwalletio.webflow.io/,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1
http://trezorhardwalltus.webflow.io,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://trezorhardwalltus.webflow.io/,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://trezor--hardware---wallet-en.webflow.io/,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
http://trezor--hardware---wallet-en.webflow.io,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://docs.google.com/presentation/d/e/2PACX-1vSevJMqgdDVBQgRtjCFZpVjasQHs_LqLSBJfCqvjrGLvUQbBQ2NEklkIL0iAxJ-5k7SoDYVL_EN9qTw/pub?start=false&amp;loop=false&amp;delayms=3000,1,-1,1,1,1,1,0,0,1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
https://cashlib.info/ionos/,1,1,1,1,1,1,1,0,1,-1,1,1,0,-1,0,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1
https://emberwatcher-firecaster.blogspot.de/,1,1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1
https://xmenwosmdjrfig.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://aaoolemwndejdfifu.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://sowwskedmrntfl.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://compliance-page-issu.d13z0rbu5zhsxy.amplifyapp.com/,1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1
https://compliance-page-issu.d13z0rbu5zhsxy.amplifyapp.com/,1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1
https://allemwnsjdrrufig.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
http://portalkemaskinibantuansrt2024.app-in1.com/In/,1,1,1,1,1,-1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1
https://bantuan-ewallett2.regist7.com/,1,1,1,1,1,-1,0,0,1,1,1,1,0,0,0,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1
https://banttuan-ibu-bersallin.free-regist.link/,1,1,1,1,1,-1,-1,0,1,1,1,1,0,1,0,1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1
https://coonbaaspoorlooing.godaddysites.com/,1,1,1,1,1,1,0,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,1,1
http://nomicx.co/ap,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
https://microsoftoffice365onedrivedocument.weebly.com/,1,-1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://matemeskzloign.gitbook.io/us,1,1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://docs--bridge--trozr.gitbook.io/en-us,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://onlinevystarcumainphp.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1
https://oauths-bitbuylogin.gitbook.io/us,1,1,1,1,1,-1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1
https://currentlyatt88658.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://currentlymailru2024.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://help-stattrt-troozr.gitbook.io/us,1,1,1,1,1,-1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://ftghtrrtr.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://mksavnders.wixstudio.io/my-site,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://attadmin3793955973.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,0,-1,-1,-1,1,1
https://rem128201.webflow.io/,1,1,1,1,1,1,-1,0,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://attfgrefjerfefwdconnection.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://upiilodein.gitbook.io/us,1,1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://cyan739389.studio.site/,1,1,1,1,1,1,-1,0,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://miaetamakolgin.gitbook.io/us,1,1,1,1,1,1,-1,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://webalailtmoatlogin.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1
https://messageriepro4.godaddysites.com/,1,1,1,1,1,1,0,0,1,-1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1
https://metasmoskwllt--extensuin.webflow.io/,1,1,1,1,1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,1
https://orangefrghty.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,1,1
https://attwebreports.weebly.com/,1,1,1,1,1,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1
https://docs.google.com/presentation/d/e/2PACX-1vTLj1KX7KLJ_6EHJ7_sY43TUnSq-WJFsV5xW7G5GOlUD0lBv8JKjyZYS38enS2qy3il7a2-e6BOtpe0/pub?start=false&amp;loop=false&amp;delayms=3000,1,-1,1,1,1,1,0,0,1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1
https://gx-101762.weeblysite.com/,1,1,1,1,1,-1,0,0,1,-1,1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1
https://tinyurl.com/5a67uecw,1,1,-1,1,1,1,1,0,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
https://www.dropbox.com/scl/fi/5qqnhzg9h9g5wrzq2xpjd/BT-VOICE-MESSAGE.paper?rlkey=ueaai8m6f8mbfhcbr3ho5casn&st=jwkrkjgv&dl=0,1,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
http://odota.icmequiqment.com/sr29/ar.html,1,1,1,1,1,1,0,0,1,1,1,1,0,1,-1,0,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1
https://paypaypaynejptm79.replit.app/login.php,1,1,1,1,1,1,-1,0,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1
https://remboursement-particulier-annuel.vercel.app/info.html?fr/login/upn=HNPZwOCJRk64YV-2FLKSrdSY-2FoLhbGxxr5RqkXLqTi87KfUFsnwF-2FGZwOckPKbah7Q03jeyhxScA-2BmDAArzX5L52prlwEfGqf-2B3xFHegfyj4Jwze9ihrsH0QWxJ4Xoe3O2bivPvHLgwXji7-2BugH1Wh7jpg-2FI-2F6Hjxmh0bDUirj2lWhPBxCdpmG4tmxb9dZjeX569XMitX25zccuUh,1,-1,1,1,1,-1,-1,0,-1,1,1,1,0,1,0,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1
https://cbaverificationau.com/main.html,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1
